tweets,health_index,depression_risk,anxiety_risk,stress_level,social_isolation,self_esteem_issues,emotional_instability,emotional_signature
Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| People are driving me crazy ||| I can't stand traffic anymore,55,35,45,86,29,26,69,"Irritable, stressed, impatient"
Life is tough sometimes ||| Feeling down today... ||| I hate Mondays ||| Feeling down today... ||| Life is tough sometimes,34,62,62,69,73,50,55,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy ||| This is so frustrating!,66,34,51,90,46,48,63,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| People are driving me crazy,44,50,58,82,22,36,71,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| This is so frustrating!,47,38,67,85,29,33,63,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| People are driving me crazy ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating!,52,32,41,74,26,44,82,"Irritable, stressed, impatient"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| I had a great day today!,94,12,20,26,8,19,5,"Calm, joyful, optimistic"
"Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Excited about my new project!",82,15,0,10,5,12,17,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Life is tough sometimes ||| Life is tough sometimes ||| I hate Mondays ||| Nothing seems to go right,38,64,61,48,58,41,65,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling down today...,51,66,60,58,41,69,69,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious,49,87,80,64,73,43,68,"Sad, withdrawn, anxious"
"Excited about my new project! ||| Excited about my new project! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊",90,6,11,24,7,7,2,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| I had a great day today!,82,15,18,19,12,5,0,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊,93,4,18,14,8,9,15,"Calm, joyful, optimistic"
I hate Mondays ||| I hate Mondays ||| Nothing seems to go right ||| Life is tough sometimes ||| Feeling down today...,30,90,77,60,65,56,59,"Sad, withdrawn, anxious"
People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Why does this always happen to me? ||| Angry and exhausted 😡,61,34,45,71,29,30,83,"Irritable, stressed, impatient"
This is so frustrating! ||| This is so frustrating! ||| People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me?,69,39,48,65,21,42,64,"Irritable, stressed, impatient"
I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Nothing seems to go right ||| Feeling down today...,55,67,54,56,45,67,58,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| People are driving me crazy ||| This is so frustrating! ||| I can't stand traffic anymore ||| People are driving me crazy,68,28,63,81,28,29,79,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| I can't stand traffic anymore,68,41,62,76,21,22,87,"Irritable, stressed, impatient"
People are driving me crazy ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,41,35,64,77,50,40,62,"Irritable, stressed, impatient"
Life is tough sometimes ||| Life is tough sometimes ||| I hate Mondays ||| Nothing seems to go right ||| Nothing seems to go right,50,68,76,52,51,40,64,"Sad, withdrawn, anxious"
This is so frustrating! ||| This is so frustrating! ||| Angry and exhausted 😡 ||| People are driving me crazy ||| This is so frustrating!,50,33,42,86,21,33,65,"Irritable, stressed, impatient"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Had a wonderful lunch with friends",100,12,10,11,8,2,10,"Calm, joyful, optimistic"
Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends,93,5,18,16,3,20,18,"Calm, joyful, optimistic"
Why does this always happen to me? ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy ||| People are driving me crazy,48,34,59,71,37,21,78,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Feeling down today... ||| Nothing seems to go right ||| Life is tough sometimes ||| Feeling lonely and anxious,55,89,80,64,53,58,64,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays ||| I hate Mondays ||| Life is tough sometimes,56,74,61,56,66,56,72,"Sad, withdrawn, anxious"
I had a great day today! ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Feeling blessed and happy 😊,81,5,11,26,3,18,3,"Calm, joyful, optimistic"
I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious,47,80,56,69,46,68,51,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling lonely and anxious,37,63,64,70,47,57,73,"Sad, withdrawn, anxious"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling lonely and anxious ||| I hate Mondays,41,70,70,67,77,63,58,"Sad, withdrawn, anxious"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",91,1,16,13,13,1,19,"Calm, joyful, optimistic"
This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,52,41,54,73,33,40,80,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| I had a great day today! ||| Excited about my new project!,91,14,5,9,14,0,0,"Calm, joyful, optimistic"
Life is tough sometimes ||| Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling down today...,54,71,55,64,76,53,68,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| Why does this always happen to me? ||| This is so frustrating! ||| People are driving me crazy ||| People are driving me crazy,58,30,60,66,33,35,75,"Irritable, stressed, impatient"
Life is tough sometimes ||| Feeling lonely and anxious ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Life is tough sometimes,58,77,51,66,65,56,79,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| People are driving me crazy ||| This is so frustrating!,44,24,50,61,27,48,81,"Irritable, stressed, impatient"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends",97,7,12,8,17,15,4,"Calm, joyful, optimistic"
People are driving me crazy ||| This is so frustrating! ||| People are driving me crazy ||| Why does this always happen to me? ||| Why does this always happen to me?,48,45,58,75,50,31,84,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,55,32,40,84,39,29,89,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| Why does this always happen to me?,44,42,65,73,25,39,67,"Irritable, stressed, impatient"
Nothing seems to go right ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling down today... ||| Feeling lonely and anxious,47,83,74,57,58,69,79,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,52,39,69,77,37,47,60,"Irritable, stressed, impatient"
This is so frustrating! ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| This is so frustrating!,66,23,68,84,26,47,60,"Irritable, stressed, impatient"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| I had a great day today! ||| I had a great day today!",90,9,2,15,13,19,2,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Feeling blessed and happy 😊",89,19,4,7,5,12,17,"Calm, joyful, optimistic"
I can't stand traffic anymore ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy ||| Angry and exhausted 😡,50,24,66,75,32,45,77,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| I had a great day today! ||| Had a wonderful lunch with friends ||| I had a great day today!,83,11,15,4,14,2,14,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling lonely and anxious ||| Life is tough sometimes ||| I hate Mondays ||| Life is tough sometimes,40,73,60,55,63,60,62,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling down today... ||| Feeling down today... ||| Feeling lonely and anxious ||| Life is tough sometimes,58,81,71,69,69,63,61,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,54,50,53,88,30,32,87,"Irritable, stressed, impatient"
"Excited about my new project! ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| I had a great day today!",80,4,20,21,20,20,1,"Calm, joyful, optimistic"
Feeling down today... ||| I hate Mondays ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling down today...,51,83,63,46,71,67,63,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Nothing seems to go right ||| Feeling down today... ||| Life is tough sometimes,42,84,68,66,51,69,59,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊",93,1,0,4,12,14,2,"Calm, joyful, optimistic"
Why does this always happen to me? ||| I can't stand traffic anymore ||| People are driving me crazy ||| This is so frustrating! ||| I can't stand traffic anymore,59,20,40,77,31,42,84,"Irritable, stressed, impatient"
Nothing seems to go right ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling down today... ||| I hate Mondays,43,68,59,41,72,52,50,"Sad, withdrawn, anxious"
Feeling down today... ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Life is tough sometimes,54,85,59,61,72,49,74,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating! ||| Why does this always happen to me?,54,49,58,87,21,33,86,"Irritable, stressed, impatient"
"I had a great day today! ||| I had a great day today! ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| I had a great day today!",84,15,9,19,20,16,4,"Calm, joyful, optimistic"
Why does this always happen to me? ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Why does this always happen to me?,64,29,64,71,29,22,80,"Irritable, stressed, impatient"
This is so frustrating! ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,64,39,44,61,41,29,62,"Irritable, stressed, impatient"
I hate Mondays ||| I hate Mondays ||| Feeling down today... ||| I hate Mondays ||| I hate Mondays,59,89,53,60,52,69,60,"Sad, withdrawn, anxious"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Feeling blessed and happy 😊,98,13,1,18,18,5,6,"Calm, joyful, optimistic"
Excited about my new project! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Excited about my new project! ||| Had a wonderful lunch with friends,82,15,3,29,10,6,11,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Life is tough sometimes ||| Feeling down today... ||| Nothing seems to go right ||| Feeling lonely and anxious,48,78,64,43,66,64,79,"Sad, withdrawn, anxious"
This is so frustrating! ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me? ||| I can't stand traffic anymore,54,20,47,86,29,45,90,"Irritable, stressed, impatient"
People are driving me crazy ||| I can't stand traffic anymore ||| People are driving me crazy ||| This is so frustrating! ||| People are driving me crazy,55,28,55,88,27,50,73,"Irritable, stressed, impatient"
